"name","noc","discipline"
"IZUMIYA Shunsuke","Japan","Athletics"
"JACKSON Alison","Canada","Cycling Road"
"JACOBS Lamont Marcell","Italy","Athletics"
"JACOBY Lydia","United States of America","Swimming"
"JACOME Antia","Spain","Canoe Sprint"
"JACQUET Chloe","France","Rugby Sevens"
"JACQUET Marie","France","Rowing"
"JACQUOT Paul","Switzerland","Rowing"
"JAGERS III Reggie","United States of America","Athletics"
"JAHN Lisa","Germany","Canoe Sprint"
"JAINAGA Odei","Spain","Athletics"
"JAKSCHIK Malte","Germany","Rowing"
"JALIDOV GAFUROVA Gazimagomed Scham.","Spain","Boxing"
"JAMELOT Lea","France","Canoe Sprint"
"JAMES Kirstie","New Zealand","Cycling Track"
"JAMIESON Adam","Canada","Cycling Track"
"JANDARD Alexis","France","Diving"
"JANG Jeongmin","Republic of Korea","Rugby Sevens"
"JANG Jun","Republic of Korea","Taekwondo"
"JANG Minhee","Republic of Korea","Archery"
"JANG Seongmin","Republic of Korea","Rugby Sevens"
"JANG Woojin","Republic of Korea","Table Tennis"
"JANSEN Inge","Netherlands","Diving"
"JANSIK Szilard","Hungary","Water Polo"
"JANSSEN Inge","Netherlands","Rowing"
"JANSSENS Hillary","Canada","Rowing"
"JAQUET Sabrina","Switzerland","Badminton"
"JARECKA Aleksandra","Poland","Fencing"
"JARMOLINSKA Aleksandra","Poland","Shooting"
"JASINSKI Daniel","Germany","Athletics"
"JASTRAB Megan","United States of America","Cycling Track"
"JAUBERT Anouck","France","Sport Climbing"
"JAYET Maud","Switzerland","Sailing"
"JEANJEAN Anthony","France","Cycling BMX Freestyle"
"JELINSKA Martyna","Poland","Fencing"
"JENNER Kate Elisabeth","Australia","Hockey"
"JENNESS Stephen","New Zealand","Hockey"
"JEON Hee Sook","Republic of Korea","Fencing"
"JEON Jihee","Republic of Korea","Table Tennis"
"JEONG Hyejeong","Republic of Korea","Rowing"
"JEOUNG Youngsik","Republic of Korea","Table Tennis"
"JEPTOOO Susan","France","Athletics"
"JERVIS Daniel","Great Britain","Swimming"
"JERWOOD Nia","Australia","Sailing"
"JEWETT Isaiah","United States of America","Athletics"
"JHA Kanak","United States of America","Table Tennis"
"JI Xinjie","People's Republic of China","Swimming"
"JIA Yi Fan","People's Republic of China","Badminton"
"JIANG Ranxin","People's Republic of China","Shooting"
"JIANG Yan","People's Republic of China","Rowing"
"JIMENEZ Andrea","Spain","Athletics"
"JIN Jongoh","Republic of Korea","Shooting"
"JIN Minsub","Republic of Korea","Athletics"
"JIN Ye","People's Republic of China","Sailing"
"JIN Yunseong","Republic of Korea","Weightlifting"
"JODOIN di MARIA Sarah","Italy","Diving"
"JOHANNESEN Torben","Germany","Rowing"
"JOHNER Melody","Switzerland","Equestrian"
"JOHNSON Ashleigh","United States of America","Water Polo"
"JOHNSON Delante","United States of America","Boxing"
"JOHNSON-THOMPSON Katarina","Great Britain","Athletics"
"JOHNSTON Gordon Mackenzi","Canada","Hockey"
"JOLY Audrey","Canada","Artistic Swimming"
"JONES Harriet","Great Britain","Swimming"
"JONES Harry","Canada","Rugby Sevens"
"JONES Jade","Great Britain","Taekwondo"
"JONES Luuka","New Zealand","Canoe Slalom"
"JONES Megan","Great Britain","Rugby Sevens"
"JONES Oshae","United States of America","Boxing"
"JONES Stephen","New Zealand","Rowing"
"JONES Sarah Louise","Great Britain","Hockey"
"JONES Trevor","Canada","Rowing"
"JONES William","Canada","Sailing"
"JOPP Tessa","New Zealand","Hockey"
"JOPPICH Peter","Germany","Fencing"
"JORDIER Thomas","France","Athletics"
"JORGE ENRIQUEZ Fernando Dayan","Cuba","Canoe Sprint"
"JOSEPH Gemima","France","Athletics"
"JOSEPH Jason","Switzerland","Athletics"
"JOURDENAIS Vincent","Canada","Canoe Sprint"
"JOUSTRA Kitty","Netherlands","Water Polo"
"JOYCE Jasmine","Great Britain","Rugby Sevens"
"JOZWIK Joanna","Poland","Athletics"
"JU Rui","People's Republic of China","Rowing"
"JUDD Jessica","Great Britain","Athletics"
"JUETTNER Jasmin","Germany","Karate"
"JUNEAU Cory","United States of America","Skateboarding"
"JUNG Jinhwa","Republic of Korea","Modern Pentathlon"
"JUNG Michael","Germany","Equestrian"
"JUNGBLUT Viviane","Brazil","Swimming"
"JUNGFLEISCH Marie-Laurence","Germany","Athletics"
"JUNGHANNSS Karl","Germany","Athletics"
"JUNGMAN Phillip Russell","United States of America","Shooting"
"JUNIOR Aldemir","Brazil","Athletics"
"JUNIOR Josh","New Zealand","Sailing"
"JUNKER Torben","Germany","Athletics"
"JURADO LOPEZ Severo","Spain","Equestrian"
"KABATSKIY Maxim","ROC","Shooting"
"KACHUR Yana","Ukraine","Athletics"
"KACSER Zita","Hungary","Athletics"
"KACZMAREK Natalia","Poland","Athletics"
"KADDARI Dalia","Italy","Athletics"
"KAGAWA Mele Yua Havili","Japan","Rugby Sevens"
"KAJIHARA Yumi","Japan","Cycling Track"
"KAJIKI Marin","Japan","Rugby Sevens"
"KAKA Shiray","New Zealand","Rugby Sevens"
"KALANINA Yelyzaveta","Ukraine","Judo"
"KALISZ Chase","United States of America","Swimming"
"KALMAR Akos","Hungary","Swimming"
"KALMOE Megan","United States of America","Rowing"
"KALONJI Alais","France","Diving"
"KAMAL Kerem","Turkey","Wrestling"
"KAMBUNDJI Ditaji","Switzerland","Athletics"
"KAMBUNDJI Mujinga","Switzerland","Athletics"
"KAMENEVA Mariia","ROC","Swimming"
"KAMENSKIY Sergey","ROC","Shooting"
"KAMEYAMA Kohei","Japan","Artistic Gymnastics"
"KAMINSKI Jan","Poland","Equestrian"
"KAMINSKI Mateusz","Poland","Canoe Sprint"
"KAMMINGA Arno","Netherlands","Swimming"
"KAMPMANN Franziska","Germany","Rowing"
"KANAI Taio","Japan","Athletics"
"KANEKO Hiromi","Japan","Cycling Road"
"KANG Chaeyoung","Republic of Korea","Archery"
"KANG Danielle","United States of America","Golf"
"KANG Yeounhee","Republic of Korea","Weightlifting"
"KANG Yujeong","Republic of Korea","Judo"
"KANG Young Mi","Republic of Korea","Fencing"
"KANO Ryota","Japan","Rugby Sevens"
"KAPAS Boglarka","Hungary","Swimming"
"KAPLINA Iuliia","ROC","Sport Climbing"
"KARADENIZ Suleyman","Turkey","Wrestling"
"KARAKAS Hedvig","Hungary","Judo"
"KARAMETE Irem","Turkey","Fencing"
"KARASZ Anna","Hungary","Canoe Sprint"
"KARATSEV Aslan","ROC","Tennis"
"KARAURIA-HENRY Brackin","Japan","Rugby Sevens"
"KARDASZ Klaudia","Poland","Athletics"
"KARIMOVA Elvina","ROC","Water Polo"
"KARIMOVA Yulia","ROC","Shooting"
"KARNAUKH Anna","ROC","Water Polo"
"KARSCH Monika","Germany","Shooting"
"KARTSEV Aleksandr","ROC","Artistic Gymnastics"
"KARWACKA Marlena","Poland","Cycling Track"
"KASSANAVOID Janee'","United States of America","Athletics"
"KASZA Robert","Hungary","Modern Pentathlon"
"KATIR Mohamed","Spain","Athletics"
"KATONA Renata","Hungary","Fencing"
"KATSUKI Hayato","Japan","Athletics"
"KATZ Nathan","Australia","Judo"
"KAUFHOLD Casey","United States of America","Archery"
"KAUFMANN Paul-Philipp","Germany","Hockey"
"KAUL Niklas","Germany","Athletics"
"KAWABATA Kaito","Japan","Athletics"
"KAWAGUCHI Kako","Japan","Water Polo"
"KAWAI Mike","Japan","Equestrian"
"KAWAI Risako","Japan","Wrestling"
"KAWAI Yukako","Japan","Wrestling"
"KAWAMOTO Takeshi","Japan","Swimming"
"KAWANO Masatora","Japan","Athletics"
"KAWATA Yuki","Japan","Archery"
"KAWECKI Radoslaw","Poland","Swimming"
"KAY Pat","Canada","Rugby Sevens"
"KAYA Kazuma","Japan","Artistic Gymnastics"
"KAYAALP Riza","Turkey","Wrestling"
"KAYNAKCI Beste","Turkey","Sailing"
"KAYNAR Alican","Turkey","Sailing"
"KAZAKLI Onat","Turkey","Rowing"
"KAZMIREK Kai","Germany","Athletics"
"KEANE Patrick","Canada","Rowing"
"KEARNS Matilda","Australia","Water Polo"
"KEDDELL Rose","New Zealand","Hockey"
"KEENAN Simon","Australia","Rowing"
"KEETELS Marloes Johanna Maria","Netherlands","Hockey"
"KEIJSER Marieke","Netherlands","Rowing"
"KEJETA Melat Yisak","Germany","Athletics"
"KELDERMAN Wilco","Netherlands","Cycling Road"
"KELES Ismail","Turkey","Shooting"
"KELLOCK Lindsay","Canada","Equestrian"
"KELLY Madeleine","Canada","Athletics"
"KELLY Mariah","Canada","Athletics"
"KELTER Alev","United States of America","Rugby Sevens"
"KEMPERMAN Robbert","Netherlands","Hockey"
"KENDERESI Tamas","Hungary","Swimming"
"KENDRICKS Sam","United States of America","Athletics"
"KENDZIERA David","United States of America","Athletics"
"KENNEDY Nina","Australia","Athletics"
"KENNY Jason","Great Britain","Cycling Track"
"KENNY Laura","Great Britain","Cycling Track"
"KERBY Jordan","New Zealand","Cycling Track"
"KEREVI Samu","Australia","Rugby Sevens"
"KERGOZOU de la BOESSIERE Nicholas","New Zealand","Cycling Track"
"KERLEY Fred","United States of America","Athletics"
"KERMOND Jamie","Australia","Equestrian"
"KERR Deborah","Great Britain","Canoe Sprint"
"KERR Hamish","New Zealand","Athletics"
"KERR Josh","Great Britain","Athletics"
"KERSCHBAUMER Gerhard","Italy","Cycling Mountain Bike"
"KERSHAW Stephanie Anna","Australia","Hockey"
"KESAR Viktoriya","Ukraine","Diving"
"KESELY Ajna","Hungary","Swimming"
"KESSLER Markus","Switzerland","Rowing"
"KESYL Denys","Ukraine","Swimming"
"KETER Benard","United States of America","Athletics"
"KEUNING Maartje","Netherlands","Water Polo"
"KHACHANOV Karen","ROC","Tennis"
"KHALIL Safwan","Australia","Taekwondo"
"KHAMIDOVA Baizat","ROC","Rugby Sevens"
"KHAMMO Yakiv","Ukraine","Judo"
"KHARTSYZ Yaroslav","Ukraine","Boxing"
"KHASANOVA Elvira","ROC","Athletics"
"KHATAEV Imam","ROC","Boxing"
"KHATUNTSEVA Gulnaz","ROC","Cycling Track"
"KHMARA Igor","Ukraine","Rowing"
"KHODOS Sergey","ROC","Fencing"
"KHOROSHAVTSEVA Olga","ROC","Wrestling"
"KHOTSIANIVSKYI Oleksandr","Ukraine","Wrestling"
"KHRAMTCOV Maksim","ROC","Taekwondo"
"KHRAPINA Violetta","ROC","Fencing"
"KHUBETSOV Alan","ROC","Judo"
"KHVORIKOVA Anna","ROC","Sailing"
"KHYZHNIAK Oleksandr","Ukraine","Boxing"
"KICHASOVA-SKORYK Mariia","Ukraine","Canoe Sprint"
"KICHENOK Nadiia","Ukraine","Tennis"
"KIDA Yumi","Japan","Marathon Swimming"
"KIEFER Lee","United States of America","Fencing"
"KIEFFER Max","Germany","Golf"
"KIEJKO Lynda","Canada","Shooting"
"KIELBASINSKA Anna","Poland","Athletics"
"KIJIMA Moeka","Japan","Artistic Swimming"
"KILTY Richard","Great Britain","Athletics"
"KIM Bomi","Republic of Korea","Shooting"
"KIM Dong Seon","Republic of Korea","Equestrian"
"KIM Gaeun","Republic of Korea","Badminton"
"KIM Hyojoo","Republic of Korea","Golf"
"KIM Hyunsoo","Republic of Korea","Rugby Sevens"
"KIM Je Deok","Republic of Korea","Archery"
"KIM Jisu","Republic of Korea","Judo"
"KIM Jiyeon","Republic of Korea","Fencing"
"KIM Junghwan","Republic of Korea","Fencing"
"KIM Junho","Republic of Korea","Fencing"
"KIM Minjong","Republic of Korea","Judo"
"KIM Minjung","Republic of Korea","Shooting"
"KIM Minseok","Republic of Korea","Wrestling"
"KIM Mose","Republic of Korea","Shooting"
"KIM Nam Uk","Republic of Korea","Rugby Sevens"
"KIM Sangdo","Republic of Korea","Shooting"
"KIM Sehee","Republic of Korea","Modern Pentathlon"
"KIM Seongyeon","Republic of Korea","Judo"
"KIM Seoyeong","Republic of Korea","Swimming"
"KIM Soyeong","Republic of Korea","Badminton"
"KIM Suhyeon","Republic of Korea","Weightlifting"
"KIM Suji","Republic of Korea","Diving"
"KIM Sunwoo","Republic of Korea","Modern Pentathlon"
"KIM Si Woo","Republic of Korea","Golf"
"KIM Sei Young","Republic of Korea","Golf"
"KIM Won Jin","Republic of Korea","Judo"
"KIM Woojin","Republic of Korea","Archery"
"KIM Yeongnam","Republic of Korea","Diving"
"KIM Yeongtaek","Republic of Korea","Diving"
"KIMMANN Niek","Netherlands","Cycling BMX Racing"
"KIMURA Ayako","Japan","Athletics"
"KIMURA Tomoka","Japan","Athletics"
"KINASH Kirsten","Australia","Artistic Swimming"
"KINCAID William","United States of America","Athletics"
"KINDLER Antoni Pawel","Canada","Hockey"
"KING David","Great Britain","Athletics"
"KING Julia","New Zealand","Hockey"
"KING Lilly","United States of America","Swimming"
"KING Sarah","Switzerland","Athletics"
"KINGMA Maya","Netherlands","Triathlon"
"KINGUE MATAM Bernardin","France","Weightlifting"
"KINSELLA Alice","Great Britain","Artistic Gymnastics"
"KINSINGER Etienne","Germany","Wrestling"
"KIPYEGO Sally","United States of America","Athletics"
"KIRCHMANN Leah","Canada","Cycling Road"
"KIRIAKE Teruko","Japan","Canoe Sprint"
"KIRISHITA Yoshiki","Japan","Hockey"
"KIRKHAM Shaun","New Zealand","Rowing"
"KIRKPATRICK James Alexander Paget","Canada","Hockey"
"KIRPICHNIKOVA Anastasiia","ROC","Marathon Swimming"
"KIRSANOVA Viktoria","ROC","Cycling Mountain Bike"
"KIRSHE Kristi","United States of America","Rugby Sevens"
"KIRYU Yoshihide","Japan","Athletics"
"KISHI Daiki","Japan","Trampoline Gymnastics"
"KISHIMOTO Niina","Japan","Triathlon"
"KISIL Yuri","Canada","Swimming"
"KISTOHURRY Samuel","France","Boxing"
"KIT Kristen","Canada","Rowing"
"KITA Sumire","Japan","Rhythmic Gymnastics"
"KITAGUCHI Haruka","Japan","Athletics"
"KITAHARA Hiroyuki","Japan","Equestrian"
"KITAJIMA Ryuzo","Japan","Equestrian"
"TREMBLE Charlotte","France","Artistic Swimming"
"TREMBLE Laura","France","Artistic Swimming"
"TREVISAN Giancarla","Italy","Athletics"
"TRIPPAS Edward","Australia","Athletics"
"TRIPPEL Eduard","Germany","Judo"
"TRITTEL PAUL Florian","Spain","Sailing"
"TROIANOVSKYI Ihor","Ukraine","Swimming"
"TROST Alessia","Italy","Athletics"
"TROST Katharina","Germany","Athletics"
"TRZEBINSKA Ewa","Poland","Fencing"
"TSAI Kristen","Canada","Badminton"
"TSARKOV Oleh","Ukraine","Shooting"
"TSJAKADOEA Tornike","Netherlands","Judo"
"TSUBOI Gustavo","Brazil","Table Tennis"
"TSUHA Hibiki","Japan","Athletics"
"TSUJI Sumire","Japan","Fencing"
"TSUKAMOTO Mayu","Japan","Artistic Swimming"
"TSUNEYAMA Kanta","Japan","Badminton"
"TSUOKA Shotaro","Japan","Rugby Sevens"
"TSURUTA Remi","Japan","Athletics"
"TSUTSUMI Honoka","Japan","Rugby Sevens"
"TSUZUKI Amuro","Japan","Surfing"
"TUAL Gabriel","France","Athletics"
"TUCKER Mary Carolynn","United States of America","Shooting"
"TUGSUZ Eda","Turkey","Athletics"
"TUI Ruby","New Zealand","Rugby Sevens"
"TUIAKI Fisipuna","Japan","Rugby Sevens"
"TUKE Blair","New Zealand","Sailing"
"TULIAMUK Aliphine Chepkerker","United States of America","Athletics"
"TUNCEL Merve","Turkey","Swimming"
"TUOHETA Erbieke","People's Republic of China","Boxing"
"TUPOU Tevita","Japan","Rugby Sevens"
"TUPPER Scott William Martin","Canada","Hockey"
"TUQIRI Lote","Japan","Rugby Sevens"
"TUR Marc","Spain","Athletics"
"TURCHYN Anastasiya","Ukraine","Judo"
"TURLAN Guillaume","France","Rowing"
"TURLAN Thibaud","France","Rowing"
"TURNER Jessica","Great Britain","Athletics"
"TURNER Josh","Australia","Rugby Sevens"
"TURRIN Spencer","Australia","Rowing"
"TWELL Stephanie","Great Britain","Athletics"
"TWELLAAR Melvin","Netherlands","Rowing"
"TWICHELL Ashley","United States of America","Marathon Swimming"
"TWIGG Emma","New Zealand","Rowing"
"TYMOSHCHENKO Pavlo","Ukraine","Modern Pentathlon"
"UCHIMURA Kohei","Japan","Artistic Gymnastics"
"UEKUSA Ayumi","Japan","Karate"
"UENO Yuka","Japan","Fencing"
"UGEN Lorraine","Great Britain","Athletics"
"UGOLKOVA Maria","Switzerland","Swimming"
"UGUEV Zavur","ROC","Wrestling"
"UJAH Chijindu","Great Britain","Athletics"
"ULITINA Maria","Ukraine","Badminton"
"ULRICH Marek","Germany","Swimming"
"ULUTULE Jade","France","Rugby Sevens"
"UNGVARI Attila","Hungary","Judo"
"UNLU Baturalp","Turkey","Swimming"
"UNRUH Florian","Germany","Archery"
"UNRUH Lisa","Germany","Archery"
"UPTAGRAFFT Sandra","United States of America","Shooting"
"URA Eruna","Japan","Water Polo"
"URABE Ran","Japan","Athletics"
"URALP Dilara","Turkey","Sailing"
"URAZOVA Vladislava","ROC","Artistic Gymnastics"
"UREN Emma","Great Britain","Rugby Sevens"
"URENA Jorge","Spain","Athletics"
"US Viktoriia","Ukraine","Canoe Slalom"
"USHAKOV Dmitrii","ROC","Trampoline Gymnastics"
"USTINOVA Daria K","ROC","Swimming"
"USTINOVA Daria S","ROC","Swimming"
"UYAMA Megu","Japan","Trampoline Gymnastics"
"UYAMA Satoru","Japan","Fencing"
"UYAR Oguz","Turkey","Athletics"
"VADER Milan","Netherlands","Cycling Mountain Bike"
"VADNAI Benjamin","Hungary","Sailing"
"VAILLANT Ludvy","France","Athletics"
"VALDES TOBIER Alejandro Enrique","Cuba","Wrestling"
"VALENTE Jennifer","United States of America","Cycling Track"
"VALENTIN PEREZ Lidia","Spain","Weightlifting"
"VALENTINO Manon","France","Cycling BMX Racing"
"VALENZUELA Albane","Switzerland","Golf"
"VALERO SERRANO David","Spain","Cycling Mountain Bike"
"VALETTE Laura","France","Athletics"
"VALL MONTERO Jessica","Spain","Swimming"
"VALLADONT Jean-Charles","France","Archery"
"VALLORTIGARA Elena","Italy","Athletics"
"VALOIS-FORTIER Antoine","Canada","Judo"
"VALTER Attila","Hungary","Cycling Road"
"VALVERDE Alejandro","Spain","Cycling Road"
"VALYI Vanda","Hungary","Water Polo"
"VAMOS Marton","Hungary","Water Polo"
"van ASS Severiano Boris","Netherlands","Hockey"
"van BAALEN Marlies","Netherlands","Equestrian"
"van BAARLE Dylan","Netherlands","Cycling Road"
"van BRUMMEN Anna","United States of America","Fencing"
"van BUSKIRK Kate","Canada","Athletics"
"van DAM Anne","Netherlands","Golf"
"van DAM Thijs Johannes Reinier","Netherlands","Hockey"
"van de KRAATS Simone","Netherlands","Water Polo"
"van de WIEL Anne","Netherlands","Athletics"
"van den BERG Roy","Netherlands","Cycling Track"
"van den BERG Sjef","Netherlands","Archery"
"van den ENDE Bjorn","Netherlands","Rowing"
"van der BIJ Jan","Netherlands","Rowing"
"van der BREGGEN Anna","Netherlands","Cycling Road"
"van der KAAY Nicole","New Zealand","Triathlon"
"van der POEL Mathieu","Netherlands","Cycling Mountain Bike"
"van der REIJKEN Irene","Netherlands","Athletics"
"van der SLOOT Sabrina","Netherlands","Water Polo"
"van der STEL Marco","Netherlands","Triathlon"
"van der VLEUTEN Maikel","Netherlands","Equestrian"
"van der WEERDEN Mink Alphons Louis","Netherlands","Hockey"
"van der WESTHUYZEN Jean","Australia","Canoe Sprint"
"van DIEPEN Tony","Netherlands","Athletics"
"van DIJKE Sanne","Netherlands","Judo"
"van DORP Simon","Netherlands","Rowing"
"van DUIJN Celine","Netherlands","Diving"
"van ES Diane","Netherlands","Athletics"
"van GEFFEN Margot","Netherlands","Hockey"
"van GENDT Twan","Netherlands","Cycling BMX Racing"
"van GILS Stella Dianne","Netherlands","Hockey"
"van GOOL Joris","Netherlands","Athletics"
"van HAASTER Maximilien","Canada","Fencing"
"van HUNENSTIJN Marije","Netherlands","Athletics"
"van KLINKEN Jorinde","Netherlands","Athletics"
"van LIERE Dinja","Netherlands","Equestrian"
"van MAASAKKER Caia Jacqueline","Netherlands","Hockey"
"van NUNEN Bart","Netherlands","Athletics"
"van POL Vera","Netherlands","Artistic Gymnastics"
"van ROOIJEN Olivia","Netherlands","Rowing"
"van ROUWENDAAL Sharon","Netherlands","Marathon Swimming"
"van ROUWENDAAL Sharon","Netherlands","Swimming"
"van SCHIP Jan Willem","Netherlands","Cycling Track"
"van SON Floris Frederik","Canada","Hockey"
"van SPRANG Niki","Netherlands","Rowing"
"van T END Noel","Netherlands","Judo"
"van VLEUTEN Annemiek","Netherlands","Cycling Road"
"van VLIET Leonie","Netherlands","Athletics"
"van VUGT Pim","Netherlands","Sailing"
"VANDIUK Yurii","Ukraine","Canoe Sprint"
"VARELLA Dora","Brazil","Skateboarding"
"VARGA Adam","Hungary","Canoe Sprint"
"VARGA Denes","Hungary","Water Polo"
"VARGA Roland","Canada","Canoe Sprint"
"VARINSKA Diana","Ukraine","Artistic Gymnastics"
"VARLIK Ozgur","Turkey","Shooting"
"VAS Kata Blanka","Hungary","Cycling Mountain Bike"
"VASEY Sarah","Great Britain","Swimming"
"VECCHI Irene","Italy","Fencing"
"VEGA TORRES Luis Emigdio","Cuba","Swimming"
"VEITIA Lisneidy","Cuba","Athletics"
"VEITIA Yosbany","Cuba","Boxing"
"VELAZCO Davisleydi","Cuba","Athletics"
"VELIEVA Khanum","ROC","Wrestling"
"VELIKAYA Sofya","ROC","Fencing"
"VELOTTO Alessandro","Italy","Water Polo"
"VENDY Sean","Great Britain","Badminton"
"VENEGA CANCIO Milena","Cuba","Rowing"
"VENIER Simone","Italy","Rowing"
"VENISS Pedro","Brazil","Equestrian"
"VENNEKAMP Doreen","Germany","Shooting"
"VENONSKY Julian","United States of America","Rowing"
"VENYERCSAN Bence","Hungary","Athletics"
"VERHAGEN Sanne","Netherlands","Judo"
"VERIASOV Ivan","ROC","Boxing"
"VERNON Ethan","Great Britain","Cycling Track"
"VERRASZTO David","Hungary","Swimming"
"VERSCHOOR Maria","Netherlands","Hockey"
